E:\Data\IMG\center_2024_02_28_11_04_04_322.jpg, E:\Data\IMG\left_2024_02_28_11_04_04_322.jpg, E:\Data\IMG\right_2024_02_28_11_04_04_322.jpg, 0, 0, 0, 7.802749E-05
E:\Data\IMG\center_2024_02_28_11_04_04_424.jpg, E:\Data\IMG\left_2024_02_28_11_04_04_424.jpg, E:\Data\IMG\right_2024_02_28_11_04_04_424.jpg, 0, 0, 0, 7.815802E-05
E:\Data\IMG\center_2024_02_28_11_04_04_525.jpg, E:\Data\IMG\left_2024_02_28_11_04_04_525.jpg, E:\Data\IMG\right_2024_02_28_11_04_04_525.jpg, 0, 0, 0, 7.771028E-05
E:\Data\IMG\center_2024_02_28_11_04_04_627.jpg, E:\Data\IMG\left_2024_02_28_11_04_04_627.jpg, E:\Data\IMG\right_2024_02_28_11_04_04_627.jpg, 0, 0, 0, 7.797682E-05
E:\Data\IMG\center_2024_02_28_11_04_04_728.jpg, E:\Data\IMG\left_2024_02_28_11_04_04_728.jpg, E:\Data\IMG\right_2024_02_28_11_04_04_728.jpg, 0, 0, 0, 7.777314E-05
E:\Data\IMG\center_2024_02_28_11_04_04_830.jpg, E:\Data\IMG\left_2024_02_28_11_04_04_830.jpg, E:\Data\IMG\right_2024_02_28_11_04_04_830.jpg, 0, 0, 0, 7.77196E-05
E:\Data\IMG\center_2024_02_28_11_04_04_932.jpg, E:\Data\IMG\left_2024_02_28_11_04_04_932.jpg, E:\Data\IMG\right_2024_02_28_11_04_04_932.jpg, 0, 0, 0, 7.839085E-05
E:\Data\IMG\center_2024_02_28_11_04_05_036.jpg, E:\Data\IMG\left_2024_02_28_11_04_05_036.jpg, E:\Data\IMG\right_2024_02_28_11_04_05_036.jpg, 0, 0, 0, 7.833516E-05
E:\Data\IMG\center_2024_02_28_11_04_05_136.jpg, E:\Data\IMG\left_2024_02_28_11_04_05_136.jpg, E:\Data\IMG\right_2024_02_28_11_04_05_136.jpg, 0, 0, 0, 7.902287E-05
E:\Data\IMG\center_2024_02_28_11_04_05_238.jpg, E:\Data\IMG\left_2024_02_28_11_04_05_238.jpg, E:\Data\IMG\right_2024_02_28_11_04_05_238.jpg, 0, 0, 0, 7.834518E-05
E:\Data\IMG\center_2024_02_28_11_04_05_341.jpg, E:\Data\IMG\left_2024_02_28_11_04_05_341.jpg, E:\Data\IMG\right_2024_02_28_11_04_05_341.jpg, 0, 0, 0, 7.825509E-05
E:\Data\IMG\center_2024_02_28_11_04_05_443.jpg, E:\Data\IMG\left_2024_02_28_11_04_05_443.jpg, E:\Data\IMG\right_2024_02_28_11_04_05_443.jpg, 0, 0, 0, 8.001731E-05
E:\Data\IMG\center_2024_02_28_11_04_05_544.jpg, E:\Data\IMG\left_2024_02_28_11_04_05_544.jpg, E:\Data\IMG\right_2024_02_28_11_04_05_544.jpg, 0, 0, 0, 7.804672E-05
E:\Data\IMG\center_2024_02_28_11_04_05_646.jpg, E:\Data\IMG\left_2024_02_28_11_04_05_646.jpg, E:\Data\IMG\right_2024_02_28_11_04_05_646.jpg, 0, 0, 0, 7.845554E-05
E:\Data\IMG\center_2024_02_28_11_04_05_746.jpg, E:\Data\IMG\left_2024_02_28_11_04_05_746.jpg, E:\Data\IMG\right_2024_02_28_11_04_05_746.jpg, 0, 0, 0, 7.84652E-05
E:\Data\IMG\center_2024_02_28_11_04_05_848.jpg, E:\Data\IMG\left_2024_02_28_11_04_05_848.jpg, E:\Data\IMG\right_2024_02_28_11_04_05_848.jpg, 0, 0, 0, 7.791294E-05
E:\Data\IMG\center_2024_02_28_11_04_05_950.jpg, E:\Data\IMG\left_2024_02_28_11_04_05_950.jpg, E:\Data\IMG\right_2024_02_28_11_04_05_950.jpg, 0, 0, 0, 8.19305E-05
E:\Data\IMG\center_2024_02_28_11_04_06_054.jpg, E:\Data\IMG\left_2024_02_28_11_04_06_054.jpg, E:\Data\IMG\right_2024_02_28_11_04_06_054.jpg, 0, 0, 0, 7.820137E-05
E:\Data\IMG\center_2024_02_28_11_04_06_154.jpg, E:\Data\IMG\left_2024_02_28_11_04_06_154.jpg, E:\Data\IMG\right_2024_02_28_11_04_06_154.jpg, 0, 0, 0, 7.773677E-05
E:\Data\IMG\center_2024_02_28_11_04_06_256.jpg, E:\Data\IMG\left_2024_02_28_11_04_06_256.jpg, E:\Data\IMG\right_2024_02_28_11_04_06_256.jpg, 0, 0, 0, 7.86287E-05
E:\Data\IMG\center_2024_02_28_11_04_06_356.jpg, E:\Data\IMG\left_2024_02_28_11_04_06_356.jpg, E:\Data\IMG\right_2024_02_28_11_04_06_356.jpg, 0, 0, 0, 7.896664E-05
E:\Data\IMG\center_2024_02_28_11_04_06_457.jpg, E:\Data\IMG\left_2024_02_28_11_04_06_457.jpg, E:\Data\IMG\right_2024_02_28_11_04_06_457.jpg, 0, 0, 0, 7.802207E-05
E:\Data\IMG\center_2024_02_28_11_04_06_558.jpg, E:\Data\IMG\left_2024_02_28_11_04_06_558.jpg, E:\Data\IMG\right_2024_02_28_11_04_06_558.jpg, 0, 0, 0, 7.836662E-05
E:\Data\IMG\center_2024_02_28_11_04_06_658.jpg, E:\Data\IMG\left_2024_02_28_11_04_06_658.jpg, E:\Data\IMG\right_2024_02_28_11_04_06_658.jpg, 0, 0, 0, 7.880412E-05
E:\Data\IMG\center_2024_02_28_11_04_06_760.jpg, E:\Data\IMG\left_2024_02_28_11_04_06_760.jpg, E:\Data\IMG\right_2024_02_28_11_04_06_760.jpg, 0, 0.1552668, 0, 0.05465436
E:\Data\IMG\center_2024_02_28_11_04_06_863.jpg, E:\Data\IMG\left_2024_02_28_11_04_06_863.jpg, E:\Data\IMG\right_2024_02_28_11_04_06_863.jpg, -0.0127677, 0.4616031, 0, 0.4627725
E:\Data\IMG\center_2024_02_28_11_04_06_963.jpg, E:\Data\IMG\left_2024_02_28_11_04_06_963.jpg, E:\Data\IMG\right_2024_02_28_11_04_06_963.jpg, -0.3068962, 0.7557315, 0, 1.185048
E:\Data\IMG\center_2024_02_28_11_04_07_065.jpg, E:\Data\IMG\left_2024_02_28_11_04_07_065.jpg, E:\Data\IMG\right_2024_02_28_11_04_07_065.jpg, -0.06286144, 1, 0, 2.293964
E:\Data\IMG\center_2024_02_28_11_04_07_166.jpg, E:\Data\IMG\left_2024_02_28_11_04_07_166.jpg, E:\Data\IMG\right_2024_02_28_11_04_07_166.jpg, -0.0272775, 1, 0, 3.477659
E:\Data\IMG\center_2024_02_28_11_04_07_266.jpg, E:\Data\IMG\left_2024_02_28_11_04_07_266.jpg, E:\Data\IMG\right_2024_02_28_11_04_07_266.jpg, -0.3298347, 1, 0, 4.635201
E:\Data\IMG\center_2024_02_28_11_04_07_368.jpg, E:\Data\IMG\left_2024_02_28_11_04_07_368.jpg, E:\Data\IMG\right_2024_02_28_11_04_07_368.jpg, -0.1038798, 1, 0, 5.79231
E:\Data\IMG\center_2024_02_28_11_04_07_468.jpg, E:\Data\IMG\left_2024_02_28_11_04_07_468.jpg, E:\Data\IMG\right_2024_02_28_11_04_07_468.jpg, -0.0274944, 1, 0, 6.936892
E:\Data\IMG\center_2024_02_28_11_04_07_570.jpg, E:\Data\IMG\left_2024_02_28_11_04_07_570.jpg, E:\Data\IMG\right_2024_02_28_11_04_07_570.jpg, -0.3317854, 1, 0, 8.050254
E:\Data\IMG\center_2024_02_28_11_04_07_672.jpg, E:\Data\IMG\left_2024_02_28_11_04_07_672.jpg, E:\Data\IMG\right_2024_02_28_11_04_07_672.jpg, -0.06776495, 1, 0, 9.174106
E:\Data\IMG\center_2024_02_28_11_04_07_772.jpg, E:\Data\IMG\left_2024_02_28_11_04_07_772.jpg, E:\Data\IMG\right_2024_02_28_11_04_07_772.jpg, -0.190173, 1, 0, 10.28157
E:\Data\IMG\center_2024_02_28_11_04_07_875.jpg, E:\Data\IMG\left_2024_02_28_11_04_07_875.jpg, E:\Data\IMG\right_2024_02_28_11_04_07_875.jpg, 0, 1, 0, 11.70177
E:\Data\IMG\center_2024_02_28_11_04_07_976.jpg, E:\Data\IMG\left_2024_02_28_11_04_07_976.jpg, E:\Data\IMG\right_2024_02_28_11_04_07_976.jpg, -0.2487747, 1, 0, 12.66042
E:\Data\IMG\center_2024_02_28_11_04_08_078.jpg, E:\Data\IMG\left_2024_02_28_11_04_08_078.jpg, E:\Data\IMG\right_2024_02_28_11_04_08_078.jpg, -0.1218633, 1, 0, 13.73791
E:\Data\IMG\center_2024_02_28_11_04_08_179.jpg, E:\Data\IMG\left_2024_02_28_11_04_08_179.jpg, E:\Data\IMG\right_2024_02_28_11_04_08_179.jpg, -0.3006777, 1, 0, 14.69994
E:\Data\IMG\center_2024_02_28_11_04_08_279.jpg, E:\Data\IMG\left_2024_02_28_11_04_08_279.jpg, E:\Data\IMG\right_2024_02_28_11_04_08_279.jpg, -0.0270789, 1, 0, 15.87808
E:\Data\IMG\center_2024_02_28_11_04_08_381.jpg, E:\Data\IMG\left_2024_02_28_11_04_08_381.jpg, E:\Data\IMG\right_2024_02_28_11_04_08_381.jpg, -0.1579212, 1, 0, 16.8675
E:\Data\IMG\center_2024_02_28_11_04_08_482.jpg, E:\Data\IMG\left_2024_02_28_11_04_08_482.jpg, E:\Data\IMG\right_2024_02_28_11_04_08_482.jpg, 0, 1, 0, 17.93862
E:\Data\IMG\center_2024_02_28_11_04_08_585.jpg, E:\Data\IMG\left_2024_02_28_11_04_08_585.jpg, E:\Data\IMG\right_2024_02_28_11_04_08_585.jpg, -0.2014539, 1, 0, 18.94619
E:\Data\IMG\center_2024_02_28_11_04_08_688.jpg, E:\Data\IMG\left_2024_02_28_11_04_08_688.jpg, E:\Data\IMG\right_2024_02_28_11_04_08_688.jpg, -0.1807934, 1, 0, 19.92555
E:\Data\IMG\center_2024_02_28_11_04_08_790.jpg, E:\Data\IMG\left_2024_02_28_11_04_08_790.jpg, E:\Data\IMG\right_2024_02_28_11_04_08_790.jpg, -0.1924371, 1, 0, 20.9402
E:\Data\IMG\center_2024_02_28_11_04_08_891.jpg, E:\Data\IMG\left_2024_02_28_11_04_08_891.jpg, E:\Data\IMG\right_2024_02_28_11_04_08_891.jpg, -0.3100985, 1, 0, 21.86797
E:\Data\IMG\center_2024_02_28_11_04_08_994.jpg, E:\Data\IMG\left_2024_02_28_11_04_08_994.jpg, E:\Data\IMG\right_2024_02_28_11_04_08_994.jpg, -0.04779352, 1, 0, 23.05173
E:\Data\IMG\center_2024_02_28_11_04_09_096.jpg, E:\Data\IMG\left_2024_02_28_11_04_09_096.jpg, E:\Data\IMG\right_2024_02_28_11_04_09_096.jpg, -0.3533043, 1, 0, 24.00551
E:\Data\IMG\center_2024_02_28_11_04_09_198.jpg, E:\Data\IMG\left_2024_02_28_11_04_09_198.jpg, E:\Data\IMG\right_2024_02_28_11_04_09_198.jpg, -0.05462337, 1, 0, 24.96167
E:\Data\IMG\center_2024_02_28_11_04_09_302.jpg, E:\Data\IMG\left_2024_02_28_11_04_09_302.jpg, E:\Data\IMG\right_2024_02_28_11_04_09_302.jpg, -0.1885506, 1, 0, 25.9117
E:\Data\IMG\center_2024_02_28_11_04_09_404.jpg, E:\Data\IMG\left_2024_02_28_11_04_09_404.jpg, E:\Data\IMG\right_2024_02_28_11_04_09_404.jpg, -0.1449714, 1, 0, 26.82692
E:\Data\IMG\center_2024_02_28_11_04_09_506.jpg, E:\Data\IMG\left_2024_02_28_11_04_09_506.jpg, E:\Data\IMG\right_2024_02_28_11_04_09_506.jpg, -0.0781863, 1, 0, 27.76256
